date,Sigla,Residential
2021-01-28,AM,22
2021-01-29,AM,22
2021-01-30,AM,19
2021-01-31,AM,16
2021-02-01,AM,17
2021-02-02,AM,17
2021-02-03,AM,18
2021-02-04,AM,18
2021-02-05,AM,18
2021-02-06,AM,16
2021-02-07,AM,15
2021-02-08,AM,15
2021-02-09,AM,15
2021-02-10,AM,15
2021-02-11,AM,16
2021-02-12,AM,16
2021-02-13,AM,15
2021-02-14,AM,16
2021-02-15,AM,16
2021-02-16,AM,15
2021-02-17,AM,16
2021-02-18,AM,14
2021-02-19,AM,15
2021-02-20,AM,14
2021-02-21,AM,12
2021-02-22,AM,12
2021-02-23,AM,11
2021-02-24,AM,12
2021-02-25,AM,13
2021-02-26,AM,13
2021-02-27,AM,10
2021-02-28,AM,13
2021-03-01,AM,11
2021-03-02,AM,11
2021-03-03,AM,12
2021-03-04,AM,12
2021-03-05,AM,12
2021-03-06,AM,9
2021-03-07,AM,10
2021-03-08,AM,11
2021-03-09,AM,10
2021-03-10,AM,11
2021-03-11,AM,12
2021-03-12,AM,11
2021-03-13,AM,10
2021-03-14,AM,10
2021-03-15,AM,10
2021-03-16,AM,10
2021-03-17,AM,11
2021-03-18,AM,12
2021-03-19,AM,11
2021-03-20,AM,9
2021-03-21,AM,10
2021-03-22,AM,10
2021-03-23,AM,10
2021-03-24,AM,11
2021-03-25,AM,11
2021-03-26,AM,11
2021-03-27,AM,9
2020-02-15,AP,0
2020-02-16,AP,1
2020-02-17,AP,0
2020-02-18,AP,0
2020-02-19,AP,0
2020-02-20,AP,1
2020-02-21,AP,0
2020-02-22,AP,1
2020-02-23,AP,-1
2020-02-24,AP,6
2020-02-25,AP,7
2020-02-26,AP,7
2020-02-27,AP,1
2020-02-28,AP,0
2020-02-29,AP,2
2020-03-01,AP,3
2020-03-02,AP,-1
2020-03-03,AP,-1
2020-03-04,AP,-2
2020-03-05,AP,0
2020-03-06,AP,-1
2020-03-07,AP,1
2020-03-08,AP,2
2020-03-09,AP,0
2020-03-10,AP,-1
2020-03-11,AP,-2
2020-03-12,AP,-1
2020-03-13,AP,-1
2020-03-14,AP,1
2020-03-15,AP,4
2020-03-16,AP,1
2020-03-17,AP,3
2020-03-18,AP,6
2020-03-19,AP,16
2020-03-20,AP,14
2020-03-21,AP,17
2020-03-22,AP,15
2020-03-23,AP,18
2020-03-24,AP,19
2020-03-25,AP,18
2020-03-26,AP,18
2020-03-27,AP,18
2020-03-28,AP,15
2020-03-29,AP,11
2020-03-30,AP,17
2020-03-31,AP,16
2020-04-01,AP,16
2020-04-02,AP,17
2020-04-03,AP,18
2020-04-04,AP,13
2020-04-05,AP,11
2020-04-06,AP,15
2020-04-07,AP,14
2020-04-08,AP,14
2020-04-09,AP,14
2020-04-10,AP,22
2020-04-11,AP,14
2020-04-12,AP,12
2020-04-13,AP,17
2020-04-14,AP,17
2020-04-15,AP,17
2020-04-16,AP,18
2020-04-17,AP,18
2020-04-18,AP,15
2020-04-19,AP,13
2020-04-20,AP,16
2020-04-21,AP,19
2020-04-22,AP,15
2020-04-23,AP,16
2020-04-24,AP,16
2020-04-25,AP,13
2020-04-26,AP,14
2020-04-27,AP,17
2020-04-28,AP,14
2020-04-29,AP,18
2020-04-30,AP,16
2020-05-01,AP,23
2020-05-02,AP,16
2020-05-03,AP,14
2020-05-04,AP,15
2020-05-05,AP,16
2020-05-06,AP,16
2020-05-07,AP,18
2020-05-08,AP,19
2020-05-09,AP,18
2020-05-10,AP,14
2020-05-11,AP,19
2020-05-12,AP,19
2020-05-13,AP,19
2020-05-14,AP,19
2020-05-15,AP,23
2020-05-16,AP,19
2020-05-17,AP,17
2020-05-18,AP,17
2020-05-19,AP,22
2020-05-20,AP,22
2020-05-21,AP,22
2020-05-22,AP,22
2020-05-23,AP,19
2020-05-24,AP,17
2020-05-25,AP,20
2020-05-26,AP,20
2020-05-27,AP,19
2020-05-28,AP,21
2020-05-29,AP,21
2020-05-30,AP,18
2020-05-31,AP,16
2020-06-01,AP,20
2020-06-02,AP,19
2020-06-03,AP,17
2020-06-04,AP,18
2020-06-05,AP,17
2020-06-06,AP,15
2020-06-07,AP,13
2020-06-08,AP,16
2020-06-09,AP,16
2020-06-10,AP,15
2020-06-11,AP,20
2020-06-12,AP,17
2020-06-13,AP,15
2020-06-14,AP,13
2020-06-15,AP,17
2020-06-16,AP,17
2020-06-17,AP,16
2020-06-18,AP,17
2020-06-19,AP,15
2020-06-20,AP,13
2020-06-21,AP,12
2020-06-22,AP,15
2020-06-23,AP,15
2020-06-24,AP,15
2020-06-25,AP,16
2020-06-26,AP,16
2020-06-27,AP,13
2020-06-28,AP,12
2020-06-29,AP,15
2020-06-30,AP,14
2020-07-01,AP,12
2020-07-02,AP,14
2020-07-03,AP,14
2020-07-04,AP,8
2020-07-05,AP,9
2020-07-06,AP,12
2020-07-07,AP,11
2020-07-08,AP,11
2020-07-09,AP,12
2020-07-10,AP,12
2020-07-11,AP,9
2020-07-12,AP,7
2020-07-13,AP,12
2020-07-14,AP,12
2020-07-15,AP,12
2020-07-16,AP,12
2020-07-17,AP,11
2020-07-18,AP,9
2020-07-19,AP,8
2020-07-20,AP,11
2020-07-21,AP,11
2020-07-22,AP,11
2020-07-23,AP,11
2020-07-24,AP,10
2020-07-25,AP,8
2020-07-26,AP,6
2020-07-27,AP,10
2020-07-28,AP,10
2020-07-29,AP,9
2020-07-30,AP,10
2020-07-31,AP,8
2020-08-01,AP,7
2020-08-02,AP,5
2020-08-03,AP,9
2020-08-04,AP,9
2020-08-05,AP,8
2020-08-06,AP,9
2020-08-07,AP,8
2020-08-08,AP,6
2020-08-09,AP,1
2020-08-10,AP,8
2020-08-11,AP,9
2020-08-12,AP,9
2020-08-13,AP,9
2020-08-14,AP,9
2020-08-15,AP,6
2020-08-16,AP,5
2020-08-17,AP,9
2020-08-18,AP,9
2020-08-19,AP,8
2020-08-20,AP,9
2020-08-21,AP,9
2020-08-22,AP,6
2020-08-23,AP,5
2020-08-24,AP,9
2020-08-25,AP,9
2020-08-26,AP,8
2020-08-27,AP,8
2020-08-28,AP,7
2020-08-29,AP,4
2020-08-30,AP,3
2020-08-31,AP,7
2020-09-01,AP,7
2020-09-02,AP,7
2020-09-03,AP,8
2020-09-04,AP,7
2020-09-05,AP,4
2020-09-06,AP,3
2020-09-07,AP,11
2020-09-08,AP,5
2020-09-09,AP,6
2020-09-10,AP,7
2020-09-11,AP,7
2020-09-12,AP,5
2020-09-13,AP,4
2020-09-14,AP,9
2020-09-15,AP,8
2020-09-16,AP,8
2020-09-17,AP,9
2020-09-18,AP,8
2020-09-19,AP,6
2020-09-20,AP,5
2020-09-21,AP,9
2020-09-22,AP,9
2020-09-23,AP,8
2020-09-24,AP,9
2020-09-25,AP,8
2020-09-26,AP,6
2020-09-27,AP,4
2020-09-28,AP,9
2020-09-29,AP,8
2020-09-30,AP,6
2020-10-01,AP,6
2020-10-02,AP,5
2020-10-03,AP,3
2020-10-04,AP,2
2020-10-05,AP,5
2020-10-06,AP,6
2020-10-07,AP,5
2020-10-08,AP,6
2020-10-09,AP,6
2020-10-10,AP,4
2020-10-11,AP,2
2020-10-12,AP,9
2020-10-13,AP,7
2020-10-14,AP,7
2020-10-15,AP,8
2020-10-16,AP,7
2020-10-17,AP,5
2020-10-18,AP,3
2020-10-19,AP,8
2020-10-20,AP,8
2020-10-21,AP,8
2020-10-22,AP,8
2020-10-23,AP,8
2020-10-24,AP,6
2020-10-25,AP,5
2020-10-26,AP,8
2020-10-27,AP,8
2020-10-28,AP,10
2020-10-29,AP,9
2020-10-30,AP,8
2020-10-31,AP,6
2020-11-01,AP,6
2020-11-02,AP,16
2020-11-03,AP,-4
2020-11-04,AP,-28
2020-11-05,AP,-28
2020-11-06,AP,-30
2020-11-07,AP,-28
2020-11-08,AP,-7
2020-11-09,AP,-7
2020-11-10,AP,-7
2020-11-11,AP,-3
2020-11-12,AP,-1
2020-11-13,AP,-3
2020-11-14,AP,-2
2020-11-15,AP,-2
2020-11-16,AP,0
2020-11-17,AP,-2
2020-11-18,AP,-1
2020-11-19,AP,3
2020-11-20,AP,7
2020-11-21,AP,2
2020-11-22,AP,5
2020-11-23,AP,7
2020-11-24,AP,7
2020-11-25,AP,6
2020-11-26,AP,8
2020-11-27,AP,6
2020-11-28,AP,4
2020-11-29,AP,5
2020-11-30,AP,7
2020-12-01,AP,6
2020-12-02,AP,5
2020-12-03,AP,6
2020-12-04,AP,6
2020-12-05,AP,3
2020-12-06,AP,0
2020-12-07,AP,6
2020-12-08,AP,10
2020-12-09,AP,6
2020-12-10,AP,7
2020-12-11,AP,6
2020-12-12,AP,4
2020-12-13,AP,4
2020-12-14,AP,6
2020-12-15,AP,6
2020-12-16,AP,6
2020-12-17,AP,6
2020-12-18,AP,6
2020-12-19,AP,4
2020-12-20,AP,2
2020-12-21,AP,5
2020-12-22,AP,3
2020-12-23,AP,1
2020-12-24,AP,4
2020-12-25,AP,9
2020-12-26,AP,10
2020-12-27,AP,7
2020-12-28,AP,9
2020-12-29,AP,7
2020-12-30,AP,6
2020-12-31,AP,6
2021-01-01,AP,9
2021-01-02,AP,11
2021-01-03,AP,8
2021-01-04,AP,8
2021-01-05,AP,8
2021-01-06,AP,8
2021-01-07,AP,9
2021-01-08,AP,8
2021-01-09,AP,6
2021-01-10,AP,6
2021-01-11,AP,7
2021-01-12,AP,7
2021-01-13,AP,5
2021-01-14,AP,7
2021-01-15,AP,6
2021-01-16,AP,6
2021-01-17,AP,4
2021-01-18,AP,8
2021-01-19,AP,8
2021-01-20,AP,9
2021-01-21,AP,8
2021-01-22,AP,8
2021-01-23,AP,7
2021-01-24,AP,6
2021-01-25,AP,7
2021-01-26,AP,8
2021-01-27,AP,8
2021-01-28,AP,8
2021-01-29,AP,7
2021-01-30,AP,7
2021-01-31,AP,5
2021-02-01,AP,7
2021-02-02,AP,8
2021-02-03,AP,6
2021-02-04,AP,11
2021-02-05,AP,6
2021-02-06,AP,6
2021-02-07,AP,6
2021-02-08,AP,7
2021-02-09,AP,7
2021-02-10,AP,7
2021-02-11,AP,8
2021-02-12,AP,6
2021-02-13,AP,5
2021-02-14,AP,7
2021-02-15,AP,8
2021-02-16,AP,9
2021-02-17,AP,8
2021-02-18,AP,7
2021-02-19,AP,8
2021-02-20,AP,7
2021-02-21,AP,6
2021-02-22,AP,9
2021-02-23,AP,6
2021-02-24,AP,7
2021-02-25,AP,7
2021-02-26,AP,7
2021-02-27,AP,6
2021-02-28,AP,6
2021-03-01,AP,6
2021-03-02,AP,7
2021-03-03,AP,6
2021-03-04,AP,7
2021-03-05,AP,8
2021-03-06,AP,6
2021-03-07,AP,7
2021-03-08,AP,7
2021-03-09,AP,9
2021-03-10,AP,7
2021-03-11,AP,8
2021-03-12,AP,10
2021-03-13,AP,12
2021-03-14,AP,10
2021-03-15,AP,9
2021-03-16,AP,9
2021-03-17,AP,8
2021-03-18,AP,13
2021-03-19,AP,18
2021-03-20,AP,13
2021-03-21,AP,12
2021-03-22,AP,14
2021-03-23,AP,13
2021-03-24,AP,14
2021-03-25,AP,13
2021-03-26,AP,14
2021-03-27,AP,19
2020-02-15,BA,1
2020-02-16,BA,2
2020-02-17,BA,1
2020-02-18,BA,1
2020-02-19,BA,1
2020-02-20,BA,0
2020-02-21,BA,2
2020-02-22,BA,0
2020-02-23,BA,1
2020-02-24,BA,8
2020-02-25,BA,6
2020-02-26,BA,4
2020-02-27,BA,1
2020-02-28,BA,2
2020-02-29,BA,4
2020-03-01,BA,5
2020-03-02,BA,1
2020-03-03,BA,0
2020-03-04,BA,1
2020-03-05,BA,0
2020-03-06,BA,1
2020-03-07,BA,4
2020-03-08,BA,5
2020-03-09,BA,1
2020-03-10,BA,0
2020-03-11,BA,0
2020-03-12,BA,1
2020-03-13,BA,1
2020-03-14,BA,3
2020-03-15,BA,5
2020-03-16,BA,2
2020-03-17,BA,3
2020-03-18,BA,7
2020-03-19,BA,9
2020-03-20,BA,11
2020-03-21,BA,14
2020-03-22,BA,16
2020-03-23,BA,18
2020-03-24,BA,19
2020-03-25,BA,20
2020-03-26,BA,20
2020-03-27,BA,21
2020-03-28,BA,19
2020-03-29,BA,17
2020-03-30,BA,19
2020-03-31,BA,17
2020-04-01,BA,17
2020-04-02,BA,17
2020-04-03,BA,19
2020-04-04,BA,17
2020-04-05,BA,16
2020-04-06,BA,18
2020-04-07,BA,15
2020-04-08,BA,15
2020-04-09,BA,14
2020-04-10,BA,23
2020-04-11,BA,17
2020-04-12,BA,15
2020-04-13,BA,18
2020-04-14,BA,16
2020-04-15,BA,17
2020-04-16,BA,16
2020-04-17,BA,18
2020-04-18,BA,16
2020-04-19,BA,16
2020-04-20,BA,17
2020-04-21,BA,22
2020-04-22,BA,15
2020-04-23,BA,17
2020-04-24,BA,18
2020-04-25,BA,16
2020-04-26,BA,16
2020-04-27,BA,17
2020-04-28,BA,12
2020-04-29,BA,15
2020-04-30,BA,13
2020-05-01,BA,23
2020-05-02,BA,15
2020-05-03,BA,14
2020-05-04,BA,15
2020-05-05,BA,14
2020-05-06,BA,15
2020-05-07,BA,14
2020-05-08,BA,16
2020-05-09,BA,15
2020-05-10,BA,13
2020-05-11,BA,16
2020-05-12,BA,15
2020-05-13,BA,16
2020-05-14,BA,14
2020-05-15,BA,17
2020-05-16,BA,16
2020-05-17,BA,15
2020-05-18,BA,16
2020-05-19,BA,16
2020-05-20,BA,16
2020-05-21,BA,18
2020-05-22,BA,18
2020-05-23,BA,16
2020-05-24,BA,15
2020-05-25,BA,20
2020-05-26,BA,19
2020-05-27,BA,18
2020-05-28,BA,16
2020-05-29,BA,18
2020-05-30,BA,15
2020-05-31,BA,15
2020-06-01,BA,16
2020-06-02,BA,15
2020-06-03,BA,16
2020-06-04,BA,16
2020-06-05,BA,17
2020-06-06,BA,15
2020-06-07,BA,15
2020-06-08,BA,15
2020-06-09,BA,15
2020-06-10,BA,14
2020-06-11,BA,19
2020-06-12,BA,16
2020-06-13,BA,15
2020-06-14,BA,14
2020-06-15,BA,16
2020-06-16,BA,15
2020-06-17,BA,15
2020-06-18,BA,15
2020-06-19,BA,16
2020-06-20,BA,14
2020-06-21,BA,15
2020-06-22,BA,15
2020-06-23,BA,12
2020-06-24,BA,15
2020-06-25,BA,15
2020-06-26,BA,17
2020-06-27,BA,16
2020-06-28,BA,14
2020-06-29,BA,16
2020-06-30,BA,14
2020-07-01,BA,14
2020-07-02,BA,15
2020-07-03,BA,16
2020-07-04,BA,14
2020-07-05,BA,14
2020-07-06,BA,15
2020-07-07,BA,15
2020-07-08,BA,15
2020-07-09,BA,16
2020-07-10,BA,16
2020-07-11,BA,15
2020-07-12,BA,14
2020-07-13,BA,15
2020-07-14,BA,15
2020-07-15,BA,15
2020-07-16,BA,15
2020-07-17,BA,17
2020-07-18,BA,15
2020-07-19,BA,15
2020-07-20,BA,15
2020-07-21,BA,15
2020-07-22,BA,15
2020-07-23,BA,14
2020-07-24,BA,15
2020-07-25,BA,14
2020-07-26,BA,14
2020-07-27,BA,15
2020-07-28,BA,14
2020-07-29,BA,14
2020-07-30,BA,13
2020-07-31,BA,14
2020-08-01,BA,13
2020-08-02,BA,13
2020-08-03,BA,14
2020-08-04,BA,14
2020-08-05,BA,13
2020-08-06,BA,12
2020-08-07,BA,13
2020-08-08,BA,12
2020-08-09,BA,11
2020-08-10,BA,12
2020-08-11,BA,12
2020-08-12,BA,13
2020-08-13,BA,12
2020-08-14,BA,13
2020-08-15,BA,12
2020-08-16,BA,12
2020-08-17,BA,12
2020-08-18,BA,12
2020-08-19,BA,12
2020-08-20,BA,11
2020-08-21,BA,12
2020-08-22,BA,11
2020-08-23,BA,12
2020-08-24,BA,13
2020-08-25,BA,11
2020-08-26,BA,11
2020-08-27,BA,11
2020-08-28,BA,11
2020-08-29,BA,10
2020-08-30,BA,10
2020-08-31,BA,11
2020-09-01,BA,10
2020-09-02,BA,10
2020-09-03,BA,10
2020-09-04,BA,10
2020-09-05,BA,8
2020-09-06,BA,9
2020-09-07,BA,16
2020-09-08,BA,8
2020-09-09,BA,9
2020-09-10,BA,9
2020-09-11,BA,11
2020-09-12,BA,9
2020-09-13,BA,10
2020-09-14,BA,11
2020-09-15,BA,10
2020-09-16,BA,11
2020-09-17,BA,10
2020-09-18,BA,11
2020-09-19,BA,9
2020-09-20,BA,9
2020-09-21,BA,11
2020-09-22,BA,10
2020-09-23,BA,11
2020-09-24,BA,10
2020-09-25,BA,11
2020-09-26,BA,9
2020-09-27,BA,9
2020-09-28,BA,11
2020-09-29,BA,10
2020-09-30,BA,8
2020-10-01,BA,7
2020-10-02,BA,8
2020-10-03,BA,7
2020-10-04,BA,7
2020-10-05,BA,8
2020-10-06,BA,7
2020-10-07,BA,7
2020-10-08,BA,7
2020-10-09,BA,7
2020-10-10,BA,5
2020-10-11,BA,7
2020-10-12,BA,11
2020-10-13,BA,6
2020-10-14,BA,9
2020-10-15,BA,8
2020-10-16,BA,9
2020-10-17,BA,8
2020-10-18,BA,10
2020-10-19,BA,11
2020-10-20,BA,9
2020-10-21,BA,9
2020-10-22,BA,9
2020-10-23,BA,10
2020-10-24,BA,8
2020-10-25,BA,8
2020-10-26,BA,10
2020-10-27,BA,9
2020-10-28,BA,9
2020-10-29,BA,7
2020-10-30,BA,8
2020-10-31,BA,6
2020-11-01,BA,7
2020-11-02,BA,17
2020-11-03,BA,7
2020-11-04,BA,9
2020-11-05,BA,8
2020-11-06,BA,8
2020-11-07,BA,7
2020-11-08,BA,7
2020-11-09,BA,8
2020-11-10,BA,7
2020-11-11,BA,7
2020-11-12,BA,7
2020-11-13,BA,7
2020-11-14,BA,6
2020-11-15,BA,2
2020-11-16,BA,8
2020-11-17,BA,8
2020-11-18,BA,8
2020-11-19,BA,8
2020-11-20,BA,9
2020-11-21,BA,8
2020-11-22,BA,8
2020-11-23,BA,8
2020-11-24,BA,8
2020-11-25,BA,8
2020-11-26,BA,7
2020-11-27,BA,7
2020-11-28,BA,7
2020-11-29,BA,8
2020-11-30,BA,8
2020-12-01,BA,7
2020-12-02,BA,7
2020-12-03,BA,7
2020-12-04,BA,7
2020-12-05,BA,6
2020-12-06,BA,6
2020-12-07,BA,7
2020-12-08,BA,7
2020-12-09,BA,7
2020-12-10,BA,7
2020-12-11,BA,8
2020-12-12,BA,7
2020-12-13,BA,7
2020-12-14,BA,8
2020-12-15,BA,7
2020-12-16,BA,8
2020-12-17,BA,7
2020-12-18,BA,7
2020-12-19,BA,6
2020-12-20,BA,7
2020-12-21,BA,6
2020-12-22,BA,5
2020-12-23,BA,4
2020-12-24,BA,5
2020-12-25,BA,15
2020-12-26,BA,9
2020-12-27,BA,7
2020-12-28,BA,8
2020-12-29,BA,7
2020-12-30,BA,6
2020-12-31,BA,5
2021-01-01,BA,13
2021-01-02,BA,10
2021-01-03,BA,5
2021-01-04,BA,8
2021-01-05,BA,8
2021-01-06,BA,8
2021-01-07,BA,8
2021-01-08,BA,8
2021-01-09,BA,8
2021-01-10,BA,7
2021-01-11,BA,8
2021-01-12,BA,8
2021-01-13,BA,6
2021-01-14,BA,6
2021-01-15,BA,8
2021-01-16,BA,6
2021-01-17,BA,6
2021-01-18,BA,7
2021-01-19,BA,6
2021-01-20,BA,7
2021-01-21,BA,6
2021-01-22,BA,7
2021-01-23,BA,7
2021-01-24,BA,7
2021-01-25,BA,7
2021-01-26,BA,7
2021-01-27,BA,7
2021-01-28,BA,6
2021-01-29,BA,6
2021-01-30,BA,6
2021-01-31,BA,6
2021-02-01,BA,7
2021-02-02,BA,6
2021-02-03,BA,6
2021-02-04,BA,6
2021-02-05,BA,6
2021-02-06,BA,5
2021-02-07,BA,6
2021-02-08,BA,6
2021-02-09,BA,6
2021-02-10,BA,6
2021-02-11,BA,5
2021-02-12,BA,6
2021-02-13,BA,5
2021-02-14,BA,6
2021-02-15,BA,8
2021-02-16,BA,8
2021-02-17,BA,7
2021-02-18,BA,7
2021-02-19,BA,8
2021-02-20,BA,8
2021-02-21,BA,9
2021-02-22,BA,8
2021-02-23,BA,8
2021-02-24,BA,9
2021-02-25,BA,8
2021-02-26,BA,9
2021-02-27,BA,15
2021-02-28,BA,14
2021-03-01,BA,13
2021-03-02,BA,12
2021-03-03,BA,11
2021-03-04,BA,10
2021-03-05,BA,11
2021-03-06,BA,12
2021-03-07,BA,12
2021-03-08,BA,11
2021-03-09,BA,10
2021-03-10,BA,10
2021-03-11,BA,10
2021-03-12,BA,11
2021-03-13,BA,13
2021-03-14,BA,12
2021-03-15,BA,11
2021-03-16,BA,10
2021-03-17,BA,11
2021-03-18,BA,11
2021-03-19,BA,12
2021-03-20,BA,13
2021-03-21,BA,13
2021-03-22,BA,12
2021-03-23,BA,11
2021-03-24,BA,11
2021-03-25,BA,11
2021-03-26,BA,12
2021-03-27,BA,13
2020-02-15,CE,1
2020-02-16,CE,3
2020-02-17,CE,0
2020-02-18,CE,0
2020-02-19,CE,0
2020-02-20,CE,0
2020-02-21,CE,-1
2020-02-22,CE,2
2020-02-23,CE,2
2020-02-24,CE,10
2020-02-25,CE,8
2020-02-26,CE,7
2020-02-27,CE,1
2020-02-28,CE,2
2020-02-29,CE,5
2020-03-01,CE,6
2020-03-02,CE,0
2020-03-03,CE,0
2020-03-04,CE,1
2020-03-05,CE,0
2020-03-06,CE,-1
2020-03-07,CE,3
2020-03-08,CE,3
2020-03-09,CE,0
2020-03-10,CE,0
2020-03-11,CE,0
2020-03-12,CE,0
2020-03-13,CE,1
2020-03-14,CE,4
2020-03-15,CE,5
2020-03-16,CE,1
2020-03-17,CE,3
2020-03-18,CE,6
2020-03-19,CE,17
2020-03-20,CE,15
2020-03-21,CE,17
2020-03-22,CE,17
2020-03-23,CE,20
2020-03-24,CE,20
2020-03-25,CE,23
2020-03-26,CE,20
2020-03-27,CE,22
2020-03-28,CE,19
2020-03-29,CE,16
2020-03-30,CE,20
2020-03-31,CE,19
2020-04-01,CE,19
2020-04-02,CE,19
2020-04-03,CE,20
2020-04-04,CE,17
2020-04-05,CE,15
2020-04-06,CE,18
2020-04-07,CE,17
2020-04-08,CE,18
2020-04-09,CE,17
2020-04-10,CE,24
2020-04-11,CE,18
2020-04-12,CE,14
2020-04-13,CE,19
2020-04-14,CE,18
2020-04-15,CE,19
2020-04-16,CE,19
2020-04-17,CE,21
2020-04-18,CE,17
2020-04-19,CE,15
2020-04-20,CE,18
2020-04-21,CE,23
2020-04-22,CE,18
2020-04-23,CE,18
2020-04-24,CE,20
2020-04-25,CE,17
2020-04-26,CE,15
2020-04-27,CE,18
2020-04-28,CE,15
2020-04-29,CE,18
2020-04-30,CE,16
2020-05-01,CE,24
2020-05-02,CE,17
2020-05-03,CE,15
2020-05-04,CE,18
2020-05-05,CE,17
2020-05-06,CE,18
2020-05-07,CE,18
2020-05-08,CE,21
2020-05-09,CE,19
2020-05-10,CE,15
2020-05-11,CE,20
2020-05-12,CE,20
2020-05-13,CE,21
2020-05-14,CE,20
2020-05-15,CE,22
2020-05-16,CE,20
2020-05-17,CE,17
2020-05-18,CE,20
2020-05-19,CE,20
2020-05-20,CE,20
2020-05-21,CE,21
2020-05-22,CE,21
2020-05-23,CE,18
2020-05-24,CE,16
2020-05-25,CE,20
2020-05-26,CE,18
2020-05-27,CE,20
2020-05-28,CE,21
2020-05-29,CE,20
2020-05-30,CE,16
2020-05-31,CE,15
2020-06-01,CE,17
2020-06-02,CE,17
2020-06-03,CE,17
2020-06-04,CE,17
2020-06-05,CE,17
2020-06-06,CE,15
2020-06-07,CE,15
2020-06-08,CE,15
2020-06-09,CE,16
2020-06-10,CE,16
2020-06-11,CE,18
2020-06-12,CE,16
2020-06-13,CE,14
2020-06-14,CE,13
2020-06-15,CE,15
2020-06-16,CE,15
2020-06-17,CE,16
2020-06-18,CE,15
2020-06-19,CE,15
2020-06-20,CE,13
2020-06-21,CE,13
2020-06-22,CE,15
2020-06-23,CE,14
2020-06-24,CE,15
2020-06-25,CE,15
2020-06-26,CE,15
2020-06-27,CE,13
2020-06-28,CE,11
2020-06-29,CE,14
2020-06-30,CE,13
2020-07-01,CE,13
2020-07-02,CE,14
2020-07-03,CE,14
2020-07-04,CE,11
2020-07-05,CE,10
2020-07-06,CE,14
2020-07-07,CE,12
2020-07-08,CE,13
2020-07-09,CE,13
2020-07-10,CE,13
2020-07-11,CE,11
2020-07-12,CE,10
2020-07-13,CE,13
2020-07-14,CE,13
2020-07-15,CE,13
2020-07-16,CE,13
2020-07-17,CE,13
2020-07-18,CE,11
2020-07-19,CE,9
2020-07-20,CE,12
2020-07-21,CE,12
2020-07-22,CE,12
2020-07-23,CE,12
2020-07-24,CE,12
2020-07-25,CE,10
2020-07-26,CE,8
2020-07-27,CE,12
2020-07-28,CE,11
2020-07-29,CE,12
2020-07-30,CE,11
2020-07-31,CE,11
2020-08-01,CE,9
2020-08-02,CE,8
2020-08-03,CE,10
2020-08-04,CE,11
2020-08-05,CE,10
2020-08-06,CE,10
2020-08-07,CE,9
2020-08-08,CE,7
2020-08-09,CE,5
2020-08-10,CE,10
2020-08-11,CE,10
2020-08-12,CE,11
2020-08-13,CE,10
2020-08-14,CE,10
2020-08-15,CE,8
2020-08-16,CE,7
2020-08-17,CE,10
2020-08-18,CE,10
2020-08-19,CE,10
2020-08-20,CE,10
2020-08-21,CE,10
2020-08-22,CE,8
2020-08-23,CE,7
2020-08-24,CE,10
2020-08-25,CE,10
2020-08-26,CE,9
2020-08-27,CE,9
2020-08-28,CE,9
2020-08-29,CE,7
2020-08-30,CE,6
2020-08-31,CE,9
2020-09-01,CE,8
2020-09-02,CE,8
2020-09-03,CE,8
2020-09-04,CE,7
2020-09-05,CE,4
2020-09-06,CE,5
2020-09-07,CE,11
2020-09-08,CE,6
2020-09-09,CE,8
2020-09-10,CE,8
2020-09-11,CE,8
2020-09-12,CE,6
2020-09-13,CE,6
2020-09-14,CE,9
2020-09-15,CE,9
2020-09-16,CE,9
2020-09-17,CE,9
2020-09-18,CE,8
2020-09-19,CE,7
2020-09-20,CE,6
2020-09-21,CE,9
2020-09-22,CE,9
2020-09-23,CE,9
2020-09-24,CE,9
2020-09-25,CE,8
2020-09-26,CE,7
2020-09-27,CE,6
2020-09-28,CE,10
2020-09-29,CE,8
2020-09-30,CE,7
2020-10-01,CE,6
2020-10-02,CE,6
2020-10-03,CE,4
2020-10-04,CE,4
2020-10-05,CE,6
2020-10-06,CE,6
2020-10-07,CE,6
2020-10-08,CE,6
2020-10-09,CE,6
2020-10-10,CE,4
2020-10-11,CE,4
2020-10-12,CE,10
2020-10-13,CE,6
2020-10-14,CE,8
2020-10-15,CE,8
2020-10-16,CE,7
2020-10-17,CE,6
2020-10-18,CE,6
2020-10-19,CE,8
2020-10-20,CE,8
2020-10-21,CE,8
2020-10-22,CE,8
2020-10-23,CE,7
2020-10-24,CE,6
2020-10-25,CE,6
2020-10-26,CE,8
2020-10-27,CE,8
2020-10-28,CE,8
2020-10-29,CE,7
2020-10-30,CE,6
2020-10-31,CE,4
2020-11-01,CE,4
2020-11-02,CE,12
2020-11-03,CE,6
2020-11-04,CE,7
2020-11-05,CE,6
2020-11-06,CE,6
2020-11-07,CE,5
2020-11-08,CE,5
2020-11-09,CE,7
2020-11-10,CE,6
2020-11-11,CE,7
2020-11-12,CE,6
2020-11-13,CE,5
2020-11-14,CE,4
2020-11-15,CE,1
2020-11-16,CE,7
2020-11-17,CE,7
2020-11-18,CE,7
2020-11-19,CE,7
2020-11-20,CE,6
2020-11-21,CE,5
2020-11-22,CE,4
2020-11-23,CE,7
2020-11-24,CE,7
2020-11-25,CE,7
2020-11-26,CE,6
2020-11-27,CE,5
2020-11-28,CE,4
2020-11-29,CE,4
2020-11-30,CE,7
